"name","drag","roll","prec","device"
"baseline","135,0","30,596747999999998","210,67527486910996","strava"
"cda_up","144,00000000000003","30,596747999999998","220,09935863874347","strava"
"crr_up","135,0","45,895122","226,07839005235604","strava"
"w_up","135,0","35,30394","210,67527486910996","strava"
"eff_dn","135,0","30,596747999999998","218,69009510869563","strava"
