i,w_drag,w_roll,w_gravity,w_precision
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,116,87529,25,301135883209,-8,1722015126657,138,148684918086
4,128,66672448,26,1247315431989,-24,5164522740216,134,304127576471
5,133,95375,26,4779095989594,-12,258291480999,152,756049606145
6,138,46867125,26,7714360930203,-49,0319342363034,119,802240316203
7,144,95835816,27,1839895782013,-12,258292558712,164,828922865453
8,148,75620312,27,4193495577858,-12,2582928995816,168,986865750726
9,154,57645056,27,7724328,0,187,988539546392
