i,w_drag,w_roll,w_gravity,w_precision
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,130,41330792,26,2425495917773,-12,2582911022882,148,863470525246
4,133,95375,26,4775463990417,-36,7743699986695,127,481367423064
5,139,980558098299,26,8691955951121,-12,2582920887216,159,372640829577
6,147,80059875,27,3603777552775,-24,5164675226487,155,303617507865
7,167,70366375,28,5373409688095,6,12915398814603,208,629029594799
8,165,997865453201,28,4331249642401,159,318051332335,364,689733762656
9,139,980558098299,26,8684186176009,52,5340183510358,226,16803615148
