i,w_drag,w_roll,w_gravity,w_precision
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,64,38648234375,20,7373563736315,98,0489663055912,188,837943322652
4,99,83844864,24,005878043211,-49,0316136503516,77,1265082812983
5,138,46867125,26,7705381656187,-73,545434520929,94,5296648398863
6,171,202818796826,28,696886775644,-367,268439331985,-172,545086350015
7,201,784423971139,30,3120874399575,-391,742915446449,-164,583921685931
8,213,748447733389,30,9012531548355,-391,762583180697,-151,662765249972
9,182,814467209736,29,3692812169236,-49,0321566945867,168,19751724956
