git_sha,profile_version,weather_source,ride_id,precision_watt,drag_watt,rolling_watt,total_watt,calibration_mae
fabcdf9478bba382b3702841bfa7c704486b9452,v1-a0c54a9e-20251112,open-meteo,16127771071,204.63571256698827,144.5661289806542,29.557155028629595,195.4271055014738,
fabcdf9478bba382b3702841bfa7c704486b9452,v1-a0c54a9e-20251112,open-meteo,16127771072,0.0,0.0,0.0,0.0,
fabcdf9478bba382b3702841bfa7c704486b9452,v1-a0c54a9e-20251112,open-meteo,16127771073,0.0,0.0,0.0,0.0,
fabcdf9478bba382b3702841bfa7c704486b9452,v1-a0c54a9e-20251112,open-meteo,16127771074,0.0,0.0,0.0,0.0,
fabcdf9478bba382b3702841bfa7c704486b9452,v1-a0c54a9e-20251112,open-meteo,16127771075,0.0,0.0,0.0,0.0,
