session_id,duration_min,avg_power,avg_hr,np,if,vi,pa_hr_pct,w_per_beat,scores.intensity,scores.duration,scores.quality,scores.cgs
15055095574,0.3,0.0,,0.0,0.0,0.0,0.0,0.0,,,,
