distance,heart_rate,timestamp
6949.83,147,2025-10-16 08:14:11
6952.04,147,2025-10-16 08:14:12
6967.6,146,2025-10-16 08:14:17
6982.95,145,2025-10-16 08:14:22
7001.2,144,2025-10-16 08:14:28
7022.14,145,2025-10-16 08:14:34
7046.86,145,2025-10-16 08:14:42
7050.54,145,2025-10-16 08:14:43
7075.91,147,2025-10-16 08:14:51
7085.55,147,2025-10-16 08:14:54
7100.72,148,2025-10-16 08:14:59
7114.47,148,2025-10-16 08:15:03
7127.71,148,2025-10-16 08:15:06
7145.1,148,2025-10-16 08:15:10
7153.85,148,2025-10-16 08:15:12
7162.06,148,2025-10-16 08:15:14
7169.29,149,2025-10-16 08:15:16
7178.32,149,2025-10-16 08:15:18
7194.34,148,2025-10-16 08:15:22
7198.85,149,2025-10-16 08:15:23
7203.66,149,2025-10-16 08:15:24
7226.56,149,2025-10-16 08:15:28
7259.58,148,2025-10-16 08:15:33
7266.98,148,2025-10-16 08:15:34
7320.5,146,2025-10-16 08:15:41
7325.91,146,2025-10-16 08:15:42
7337.58,146,2025-10-16 08:15:44
7347.86,145,2025-10-16 08:15:46
7357.57,144,2025-10-16 08:15:48
7368.55,144,2025-10-16 08:15:51
7379.49,143,2025-10-16 08:15:54
7386.33,143,2025-10-16 08:15:56
7408.33,142,2025-10-16 08:16:02
7419.47,141,2025-10-16 08:16:05
7427.01,142,2025-10-16 08:16:07
7435.38,142,2025-10-16 08:16:09
7450.71,142,2025-10-16 08:16:13
7465.95,143,2025-10-16 08:16:17
7482.22,142,2025-10-16 08:16:20
7487.9,142,2025-10-16 08:16:21
7504.51,142,2025-10-16 08:16:24
7522.14,141,2025-10-16 08:16:27
7539.78,141,2025-10-16 08:16:30
7552.43,141,2025-10-16 08:16:32
7572.4,141,2025-10-16 08:16:35
7579.2,141,2025-10-16 08:16:36
7631.08,141,2025-10-16 08:16:43
7678.66,142,2025-10-16 08:16:49
7711.97,143,2025-10-16 08:16:53
7744.81,144,2025-10-16 08:16:57
7752.9,144,2025-10-16 08:16:58
7777.2,144,2025-10-16 08:17:01
7800.62,144,2025-10-16 08:17:04
7864.01,142,2025-10-16 08:17:12
7918.2,142,2025-10-16 08:17:18
7928.04,143,2025-10-16 08:17:19
7937.39,143,2025-10-16 08:17:20
7955.97,144,2025-10-16 08:17:22
7965.24,144,2025-10-16 08:17:23
7974.71,144,2025-10-16 08:17:24
7984.0,144,2025-10-16 08:17:25
8011.42,144,2025-10-16 08:17:28
8047.94,143,2025-10-16 08:17:32
8083.03,142,2025-10-16 08:17:36
8110.54,141,2025-10-16 08:17:39
8145.35,141,2025-10-16 08:17:43
8169.73,140,2025-10-16 08:17:46
8177.66,140,2025-10-16 08:17:47
8224.02,139,2025-10-16 08:17:53
8272.04,138,2025-10-16 08:17:59
8280.05,138,2025-10-16 08:18:00
8311.45,138,2025-10-16 08:18:04
8335.01,139,2025-10-16 08:18:07
8351.93,139,2025-10-16 08:18:09
8392.96,139,2025-10-16 08:18:14
8408.25,140,2025-10-16 08:18:16
8463.4,140,2025-10-16 08:18:23
8472.61,141,2025-10-16 08:18:24
8511.22,141,2025-10-16 08:18:29
8524.54,141,2025-10-16 08:18:31
8531.04,141,2025-10-16 08:18:32
8537.27,141,2025-10-16 08:18:33
8543.48,142,2025-10-16 08:18:34
8549.64,142,2025-10-16 08:18:35
8555.51,142,2025-10-16 08:18:36
8561.23,142,2025-10-16 08:18:37
8566.95,142,2025-10-16 08:18:38
8572.59,142,2025-10-16 08:18:39
8578.24,143,2025-10-16 08:18:40
8584.14,143,2025-10-16 08:18:41
8590.14,143,2025-10-16 08:18:42
8595.99,143,2025-10-16 08:18:43
8608.83,144,2025-10-16 08:18:45
8615.67,144,2025-10-16 08:18:46
8622.82,144,2025-10-16 08:18:47
8637.72,145,2025-10-16 08:18:49
8652.91,145,2025-10-16 08:18:51
8660.39,145,2025-10-16 08:18:52
8666.51,145,2025-10-16 08:18:53
8681.64,146,2025-10-16 08:18:55
8688.8,146,2025-10-16 08:18:56
8752.83,146,2025-10-16 08:19:05
8759.64,146,2025-10-16 08:19:06
8806.1,145,2025-10-16 08:19:13
8868.05,145,2025-10-16 08:19:22
8875.19,145,2025-10-16 08:19:23
8934.07,146,2025-10-16 08:19:31
8941.69,146,2025-10-16 08:19:32
9004.5,145,2025-10-16 08:19:40
9068.33,143,2025-10-16 08:19:48
9085.76,143,2025-10-16 08:19:50
9147.8,142,2025-10-16 08:19:57
9155.0,142,2025-10-16 08:19:58
9164.06,142,2025-10-16 08:19:59
9228.72,141,2025-10-16 08:20:06
9238.36,141,2025-10-16 08:20:07
9257.75,140,2025-10-16 08:20:09
9317.35,139,2025-10-16 08:20:15
9367.4,138,2025-10-16 08:20:20
9389.29,137,2025-10-16 08:20:22
9409.15,136,2025-10-16 08:20:24
9425.88,134,2025-10-16 08:20:26
9435.04,133,2025-10-16 08:20:27
9462.55,131,2025-10-16 08:20:30
9490.68,129,2025-10-16 08:20:33
9501.53,129,2025-10-16 08:20:34
9510.69,129,2025-10-16 08:20:35
9518.0,129,2025-10-16 08:20:36
9526.97,128,2025-10-16 08:20:37
9535.84,127,2025-10-16 08:20:38
9552.54,125,2025-10-16 08:20:40
9570.66,122,2025-10-16 08:20:42
9581.97,122,2025-10-16 08:20:43
9592.3,121,2025-10-16 08:20:44
9613.96,122,2025-10-16 08:20:46
9625.04,123,2025-10-16 08:20:47
9636.14,124,2025-10-16 08:20:48
9647.49,125,2025-10-16 08:20:49
9659.27,126,2025-10-16 08:20:50
9671.2,126,2025-10-16 08:20:51
9721.22,123,2025-10-16 08:20:55
9734.34,122,2025-10-16 08:20:56
9745.06,121,2025-10-16 08:20:57
9759.17,121,2025-10-16 08:20:58
9787.74,120,2025-10-16 08:21:00
9819.07,120,2025-10-16 08:21:02
9833.29,120,2025-10-16 08:21:03
9847.48,120,2025-10-16 08:21:04
9889.28,120,2025-10-16 08:21:07
9944.12,121,2025-10-16 08:21:11
9982.81,120,2025-10-16 08:21:14
9995.3,121,2025-10-16 08:21:15
10008.22,121,2025-10-16 08:21:16
10021.36,121,2025-10-16 08:21:17
10046.41,122,2025-10-16 08:21:19
10080.18,122,2025-10-16 08:21:22
10089.92,122,2025-10-16 08:21:23
10098.91,123,2025-10-16 08:21:24
10107.34,122,2025-10-16 08:21:25
10123.37,122,2025-10-16 08:21:27
10130.28,122,2025-10-16 08:21:28
10148.89,123,2025-10-16 08:21:31
10169.64,126,2025-10-16 08:21:35
10173.19,127,2025-10-16 08:21:36
10196.5,131,2025-10-16 08:21:42
10200.01,131,2025-10-16 08:21:43
10203.19,131,2025-10-16 08:21:44
10217.15,134,2025-10-16 08:21:48
10224.31,135,2025-10-16 08:21:50
10233.43,138,2025-10-16 08:21:53
10236.05,138,2025-10-16 08:21:54
10256.03,141,2025-10-16 08:22:00
10272.44,142,2025-10-16 08:22:05
10291.42,145,2025-10-16 08:22:11
10294.44,145,2025-10-16 08:22:12
10316.12,148,2025-10-16 08:22:19
10333.2,148,2025-10-16 08:22:25
10348.26,149,2025-10-16 08:22:30
10354.81,149,2025-10-16 08:22:32
10376.62,149,2025-10-16 08:22:39
10409.11,149,2025-10-16 08:22:49
10417.68,148,2025-10-16 08:22:52
10435.4,147,2025-10-16 08:22:58
10438.39,147,2025-10-16 08:22:59
10454.44,146,2025-10-16 08:23:05
10469.5,146,2025-10-16 08:23:10
10480.49,147,2025-10-16 08:23:14
10491.04,147,2025-10-16 08:23:18
10504.84,148,2025-10-16 08:23:23
10507.43,148,2025-10-16 08:23:24
10528.62,149,2025-10-16 08:23:32
10554.29,151,2025-10-16 08:23:41
10559.7,151,2025-10-16 08:23:43
10573.43,151,2025-10-16 08:23:48
10592.26,151,2025-10-16 08:23:54
10613.05,152,2025-10-16 08:24:00
10634.08,152,2025-10-16 08:24:06
10650.02,152,2025-10-16 08:24:10
10658.44,151,2025-10-16 08:24:12
10667.87,151,2025-10-16 08:24:14
10672.87,151,2025-10-16 08:24:15
10678.82,151,2025-10-16 08:24:16
10683.84,150,2025-10-16 08:24:17
10688.0,150,2025-10-16 08:24:18
10698.86,150,2025-10-16 08:24:20
10704.44,150,2025-10-16 08:24:21
10711.2,150,2025-10-16 08:24:22
10715.9,149,2025-10-16 08:24:23
10722.02,150,2025-10-16 08:24:24
10735.83,149,2025-10-16 08:24:26
10742.22,149,2025-10-16 08:24:27
10775.58,148,2025-10-16 08:24:32
10823.67,147,2025-10-16 08:24:39
10837.6,146,2025-10-16 08:24:41
10865.34,146,2025-10-16 08:24:45
10882.23,145,2025-10-16 08:24:47
10930.81,144,2025-10-16 08:24:54
10943.63,144,2025-10-16 08:24:56
10956.11,143,2025-10-16 08:24:58
10968.49,144,2025-10-16 08:25:00
10980.68,144,2025-10-16 08:25:02
10993.3,145,2025-10-16 08:25:04
11024.06,145,2025-10-16 08:25:09
11030.22,145,2025-10-16 08:25:10
11036.51,145,2025-10-16 08:25:11
11062.15,145,2025-10-16 08:25:15
11098.27,145,2025-10-16 08:25:20
11120.34,145,2025-10-16 08:25:23
11133.48,146,2025-10-16 08:25:25
11145.18,146,2025-10-16 08:25:27
11162.59,146,2025-10-16 08:25:30
11178.95,146,2025-10-16 08:25:33
11189.56,147,2025-10-16 08:25:35
11222.52,148,2025-10-16 08:25:41
11243.18,149,2025-10-16 08:25:45
11258.76,150,2025-10-16 08:25:48
11269.09,151,2025-10-16 08:25:50
11279.15,151,2025-10-16 08:25:52
11284.34,152,2025-10-16 08:25:53
11304.37,153,2025-10-16 08:25:57
11310.82,153,2025-10-16 08:25:58
11332.18,154,2025-10-16 08:26:02
11337.52,155,2025-10-16 08:26:03
11343.18,155,2025-10-16 08:26:04
11354.69,155,2025-10-16 08:26:06
11366.38,155,2025-10-16 08:26:08
11383.88,155,2025-10-16 08:26:11
11389.39,156,2025-10-16 08:26:12
11400.66,155,2025-10-16 08:26:14
11406.61,155,2025-10-16 08:26:15
11419.94,155,2025-10-16 08:26:17
11427.01,154,2025-10-16 08:26:20
11446.96,153,2025-10-16 08:26:23
11453.5,152,2025-10-16 08:26:24
11488.17,151,2025-10-16 08:26:29
11502.59,150,2025-10-16 08:26:31
11517.61,150,2025-10-16 08:26:33
11532.48,149,2025-10-16 08:26:35
11540.11,148,2025-10-16 08:26:36
11555.68,147,2025-10-16 08:26:38
11563.2,145,2025-10-16 08:26:39
11570.77,145,2025-10-16 08:26:40
11578.32,143,2025-10-16 08:26:41
11585.64,143,2025-10-16 08:26:42
11605.94,143,2025-10-16 08:26:45
11625.52,143,2025-10-16 08:26:48
11650.55,144,2025-10-16 08:26:52
11656.73,145,2025-10-16 08:26:53
11690.64,144,2025-10-16 08:26:59
11711.58,145,2025-10-16 08:27:03
11726.73,145,2025-10-16 08:27:06
11771.48,145,2025-10-16 08:27:14
11798.7,146,2025-10-16 08:27:19
11815.65,146,2025-10-16 08:27:22
11826.73,146,2025-10-16 08:27:24
11843.71,146,2025-10-16 08:27:27
11849.1,146,2025-10-16 08:27:28
11861.23,147,2025-10-16 08:27:30
11891.21,147,2025-10-16 08:27:35
11913.92,146,2025-10-16 08:27:40
11933.58,147,2025-10-16 08:27:45
11957.81,147,2025-10-16 08:27:51
11983.14,147,2025-10-16 08:27:58
11999.52,147,2025-10-16 08:28:03
12006.48,147,2025-10-16 08:28:05
12014.48,147,2025-10-16 08:28:07
12033.01,147,2025-10-16 08:28:12
12046.92,148,2025-10-16 08:28:16
12072.47,149,2025-10-16 08:28:22
12092.92,150,2025-10-16 08:28:27
12101.96,151,2025-10-16 08:28:29
12108.99,151,2025-10-16 08:28:31
12122.18,151,2025-10-16 08:28:35
12138.8,150,2025-10-16 08:28:39
12142.78,150,2025-10-16 08:28:40
12159.44,150,2025-10-16 08:28:44
12184.18,149,2025-10-16 08:28:50
12206.23,149,2025-10-16 08:28:55
12226.94,149,2025-10-16 08:29:00
12250.35,149,2025-10-16 08:29:05
12289.05,148,2025-10-16 08:29:13
12308.38,147,2025-10-16 08:29:17
12322.02,147,2025-10-16 08:29:20
12331.34,147,2025-10-16 08:29:22
12356.96,146,2025-10-16 08:29:27
12367.28,146,2025-10-16 08:29:29
12372.24,146,2025-10-16 08:29:30
12377.26,146,2025-10-16 08:29:31
12386.85,145,2025-10-16 08:29:33
12395.89,146,2025-10-16 08:29:35
12405.17,146,2025-10-16 08:29:37
12409.82,146,2025-10-16 08:29:38
12414.77,146,2025-10-16 08:29:39
12435.03,146,2025-10-16 08:29:43
12445.43,146,2025-10-16 08:29:45
12456.02,146,2025-10-16 08:29:47
12466.87,145,2025-10-16 08:29:49
12488.28,145,2025-10-16 08:29:53
12499.04,145,2025-10-16 08:29:55
12504.25,144,2025-10-16 08:29:56
12515.46,145,2025-10-16 08:29:58
12527.06,144,2025-10-16 08:30:00
12532.19,145,2025-10-16 08:30:01
12537.86,144,2025-10-16 08:30:02
12560.85,146,2025-10-16 08:30:06
12566.0,146,2025-10-16 08:30:07
12571.11,146,2025-10-16 08:30:08
12581.61,146,2025-10-16 08:30:10
12601.78,146,2025-10-16 08:30:14
12612.0,146,2025-10-16 08:30:16
12622.67,146,2025-10-16 08:30:18
12633.11,147,2025-10-16 08:30:20
12643.6,147,2025-10-16 08:30:22
12668.79,147,2025-10-16 08:30:27
12690.27,148,2025-10-16 08:30:31
12752.44,149,2025-10-16 08:30:42
12814.71,148,2025-10-16 08:30:53
12836.07,147,2025-10-16 08:30:57
12847.42,147,2025-10-16 08:30:59
12888.46,146,2025-10-16 08:31:06
12898.24,146,2025-10-16 08:31:08
12907.04,146,2025-10-16 08:31:10
12911.76,145,2025-10-16 08:31:11
12916.78,145,2025-10-16 08:31:12
12926.27,146,2025-10-16 08:31:14
12941.14,146,2025-10-16 08:31:17
12951.02,147,2025-10-16 08:31:19
12967.28,148,2025-10-16 08:31:22
12983.85,149,2025-10-16 08:31:25
13020.75,150,2025-10-16 08:31:31
13034.94,150,2025-10-16 08:31:33
13049.26,150,2025-10-16 08:31:35
13056.74,150,2025-10-16 08:31:36
13081.5,149,2025-10-16 08:31:39
13123.87,149,2025-10-16 08:31:44
13177.39,147,2025-10-16 08:31:50
13225.42,145,2025-10-16 08:31:55
13234.94,144,2025-10-16 08:31:56
13263.06,142,2025-10-16 08:31:59
13281.31,142,2025-10-16 08:32:01
13290.45,142,2025-10-16 08:32:02
13336.93,142,2025-10-16 08:32:07
13355.73,140,2025-10-16 08:32:09
13374.09,138,2025-10-16 08:32:11
13393.81,137,2025-10-16 08:32:13
13413.88,136,2025-10-16 08:32:15
13423.47,136,2025-10-16 08:32:16
13433.07,136,2025-10-16 08:32:17
13472.57,135,2025-10-16 08:32:21
13482.63,135,2025-10-16 08:32:22
13492.4,134,2025-10-16 08:32:23
13523.31,133,2025-10-16 08:32:26
13586.84,132,2025-10-16 08:32:32
13607.95,131,2025-10-16 08:32:34
13673.08,130,2025-10-16 08:32:40
13715.2,129,2025-10-16 08:32:44
13725.38,129,2025-10-16 08:32:45
13744.98,127,2025-10-16 08:32:47
13796.66,127,2025-10-16 08:32:52
13806.85,127,2025-10-16 08:32:53
13859.3,130,2025-10-16 08:32:58
13907.25,131,2025-10-16 08:33:03
13934.52,131,2025-10-16 08:33:06
