distance,heart_rate,timestamp
10214.85,140,2025-10-12 12:45:38
10246.97,142,2025-10-12 12:45:43
10258.58,142,2025-10-12 12:45:45
10297.55,142,2025-10-12 12:45:51
10339.9,144,2025-10-12 12:45:58
10382.41,146,2025-10-12 12:46:05
10400.58,147,2025-10-12 12:46:08
10406.71,147,2025-10-12 12:46:09
10431.16,147,2025-10-12 12:46:13
10460.54,147,2025-10-12 12:46:18
10471.97,147,2025-10-12 12:46:20
10483.55,148,2025-10-12 12:46:22
10507.99,149,2025-10-12 12:46:26
10514.2,149,2025-10-12 12:46:27
10520.76,149,2025-10-12 12:46:28
10534.02,149,2025-10-12 12:46:30
10540.43,149,2025-10-12 12:46:31
10547.08,149,2025-10-12 12:46:32
10553.77,150,2025-10-12 12:46:33
10566.34,150,2025-10-12 12:46:35
10572.25,150,2025-10-12 12:46:36
10591.13,151,2025-10-12 12:46:39
10596.94,151,2025-10-12 12:46:40
10602.73,151,2025-10-12 12:46:41
10608.85,150,2025-10-12 12:46:42
10628.17,151,2025-10-12 12:46:45
10634.74,150,2025-10-12 12:46:46
10647.5,150,2025-10-12 12:46:48
10660.39,150,2025-10-12 12:46:50
10672.55,150,2025-10-12 12:46:52
10678.47,150,2025-10-12 12:46:53
10697.58,149,2025-10-12 12:46:56
10717.04,149,2025-10-12 12:46:59
10723.19,149,2025-10-12 12:47:00
10735.52,149,2025-10-12 12:47:02
10741.77,149,2025-10-12 12:47:03
10761.17,150,2025-10-12 12:47:06
10773.76,150,2025-10-12 12:47:08
10791.03,151,2025-10-12 12:47:11
10796.55,151,2025-10-12 12:47:12
10802.31,151,2025-10-12 12:47:13
10808.19,151,2025-10-12 12:47:14
10824.69,152,2025-10-12 12:47:17
10834.64,152,2025-10-12 12:47:19
10849.74,153,2025-10-12 12:47:22
10867.17,153,2025-10-12 12:47:25
10874.51,153,2025-10-12 12:47:26
10883.35,153,2025-10-12 12:47:27
10893.99,152,2025-10-12 12:47:28
10905.45,152,2025-10-12 12:47:29
10917.07,152,2025-10-12 12:47:30
10939.7,152,2025-10-12 12:47:32
10951.25,151,2025-10-12 12:47:33
10963.36,151,2025-10-12 12:47:34
10976.6,150,2025-10-12 12:47:35
10990.3,150,2025-10-12 12:47:36
11003.55,149,2025-10-12 12:47:37
11038.49,146,2025-10-12 12:47:40
11048.3,146,2025-10-12 12:47:41
11057.53,146,2025-10-12 12:47:42
11075.33,145,2025-10-12 12:47:44
11083.8,145,2025-10-12 12:47:45
11109.31,145,2025-10-12 12:47:48
11154.19,145,2025-10-12 12:47:53
11197.23,145,2025-10-12 12:47:58
11224.01,145,2025-10-12 12:48:01
11262.45,142,2025-10-12 12:48:06
11269.87,142,2025-10-12 12:48:07
11298.14,139,2025-10-12 12:48:11
11311.3,137,2025-10-12 12:48:13
11330.45,133,2025-10-12 12:48:16
11343.78,131,2025-10-12 12:48:18
11358.86,129,2025-10-12 12:48:21
11370.1,127,2025-10-12 12:48:23
11385.13,127,2025-10-12 12:48:25
11392.06,127,2025-10-12 12:48:26
11400.59,127,2025-10-12 12:48:27
11416.5,128,2025-10-12 12:48:29
11423.65,128,2025-10-12 12:48:30
11436.94,129,2025-10-12 12:48:32
11441.07,130,2025-10-12 12:48:33
11445.97,131,2025-10-12 12:48:34
11456.22,131,2025-10-12 12:48:36
11470.1,133,2025-10-12 12:48:39
11485.41,134,2025-10-12 12:48:42
11509.44,137,2025-10-12 12:48:46
11516.89,138,2025-10-12 12:48:47
11522.94,138,2025-10-12 12:48:48
11560.87,138,2025-10-12 12:48:54
11601.51,141,2025-10-12 12:49:00
11620.96,142,2025-10-12 12:49:03
11665.6,142,2025-10-12 12:49:10
11725.76,143,2025-10-12 12:49:19
11750.28,142,2025-10-12 12:49:24
11758.99,141,2025-10-12 12:49:26
11774.52,139,2025-10-12 12:49:29
11784.17,138,2025-10-12 12:49:31
11789.76,137,2025-10-12 12:49:32
11794.23,137,2025-10-12 12:49:33
11804.01,136,2025-10-12 12:49:35
11815.84,135,2025-10-12 12:49:37
11821.84,135,2025-10-12 12:49:38
11827.84,135,2025-10-12 12:49:39
11839.61,134,2025-10-12 12:49:41
11849.62,134,2025-10-12 12:49:43
11858.72,134,2025-10-12 12:49:45
11872.76,135,2025-10-12 12:49:48
11881.92,136,2025-10-12 12:49:50
11911.87,138,2025-10-12 12:49:56
11940.64,138,2025-10-12 12:50:01
11954.13,138,2025-10-12 12:50:03
11960.42,138,2025-10-12 12:50:04
11966.77,138,2025-10-12 12:50:05
11973.45,137,2025-10-12 12:50:06
11980.57,137,2025-10-12 12:50:07
12002.82,136,2025-10-12 12:50:10
12018.09,136,2025-10-12 12:50:12
12025.63,135,2025-10-12 12:50:13
12031.8,135,2025-10-12 12:50:14
12041.79,135,2025-10-12 12:50:15
12059.63,134,2025-10-12 12:50:17
12078.31,134,2025-10-12 12:50:19
12098.07,133,2025-10-12 12:50:21
12148.13,134,2025-10-12 12:50:26
12159.24,134,2025-10-12 12:50:27
12202.02,136,2025-10-12 12:50:31
12249.89,139,2025-10-12 12:50:36
12258.82,139,2025-10-12 12:50:37
12276.38,140,2025-10-12 12:50:39
12301.98,141,2025-10-12 12:50:42
12321.28,142,2025-10-12 12:50:44
12328.27,142,2025-10-12 12:50:45
12364.93,145,2025-10-12 12:50:49
12373.95,145,2025-10-12 12:50:50
12399.91,148,2025-10-12 12:50:53
12408.07,148,2025-10-12 12:50:54
12441.3,151,2025-10-12 12:50:58
12455.2,151,2025-10-12 12:51:00
12495.91,152,2025-10-12 12:51:05
12553.48,153,2025-10-12 12:51:12
12596.51,153,2025-10-12 12:51:17
12614.57,153,2025-10-12 12:51:19
12662.74,151,2025-10-12 12:51:24
12672.81,151,2025-10-12 12:51:25
12715.16,150,2025-10-12 12:51:29
12748.27,149,2025-10-12 12:51:32
12770.42,149,2025-10-12 12:51:34
12792.63,147,2025-10-12 12:51:36
12825.48,146,2025-10-12 12:51:39
12876.5,143,2025-10-12 12:51:44
12895.93,141,2025-10-12 12:51:46
12954.76,139,2025-10-12 12:51:52
13023.5,140,2025-10-12 12:51:59
13033.53,140,2025-10-12 12:52:00
13100.1,140,2025-10-12 12:52:07
13109.06,140,2025-10-12 12:52:08
13144.91,141,2025-10-12 12:52:12
13168.43,141,2025-10-12 12:52:15
13183.17,142,2025-10-12 12:52:17
13204.3,142,2025-10-12 12:52:20
13210.92,142,2025-10-12 12:52:21
13230.52,142,2025-10-12 12:52:24
13256.1,143,2025-10-12 12:52:28
13273.91,144,2025-10-12 12:52:31
13295.89,146,2025-10-12 12:52:35
13312.03,147,2025-10-12 12:52:38
13332.61,149,2025-10-12 12:52:42
13337.66,150,2025-10-12 12:52:43
13342.73,150,2025-10-12 12:52:44
13380.69,152,2025-10-12 12:52:51
13391.35,153,2025-10-12 12:52:53
13423.48,153,2025-10-12 12:52:59
13462.77,154,2025-10-12 12:53:07
13508.96,155,2025-10-12 12:53:16
13553.85,156,2025-10-12 12:53:24
13565.27,156,2025-10-12 12:53:26
13588.01,156,2025-10-12 12:53:30
13598.19,156,2025-10-12 12:53:32
13602.97,156,2025-10-12 12:53:33
13607.75,156,2025-10-12 12:53:34
13618.17,155,2025-10-12 12:53:36
13623.62,155,2025-10-12 12:53:37
13629.28,155,2025-10-12 12:53:38
13640.44,154,2025-10-12 12:53:40
13646.01,154,2025-10-12 12:53:41
13651.64,154,2025-10-12 12:53:42
13657.19,154,2025-10-12 12:53:43
13668.95,154,2025-10-12 12:53:45
13685.65,153,2025-10-12 12:53:48
13724.59,152,2025-10-12 12:53:55
13772.31,151,2025-10-12 12:54:04
13782.26,151,2025-10-12 12:54:06
13820.25,151,2025-10-12 12:54:13
13825.98,151,2025-10-12 12:54:14
13831.59,151,2025-10-12 12:54:15
13842.16,152,2025-10-12 12:54:17
13858.48,153,2025-10-12 12:54:20
13864.21,153,2025-10-12 12:54:21
13869.77,152,2025-10-12 12:54:22
13894.19,153,2025-10-12 12:54:26
13911.81,153,2025-10-12 12:54:29
13934.89,154,2025-10-12 12:54:33
13946.22,154,2025-10-12 12:54:35
13964.22,154,2025-10-12 12:54:38
13976.66,154,2025-10-12 12:54:40
14008.75,151,2025-10-12 12:54:45
14028.71,148,2025-10-12 12:54:48
14056.23,146,2025-10-12 12:54:52
14063.95,146,2025-10-12 12:54:53
14113.46,144,2025-10-12 12:54:59
14139.5,141,2025-10-12 12:55:02
14175.67,139,2025-10-12 12:55:06
14183.86,138,2025-10-12 12:55:07
