"rid","source","reason","hour_utc","ts_hour","lat","lon","fp","temp_c","pressure_hpa","wind2m_ms","wind_dir_from","wind10m_ms","reduce","precision_watt_avg","model_watt_wheel","core_watts_avg"
"15908409437","rust_1arg","ok",,,,,"ecb0edfe1bec6dff2300e8faad346f8e8e3dad3f","11,5","1025,8","2,7083333333333335","358,0","3,611111111111111","0,75","231,3604641340786","171,36840858586504",
"16077776774","rust_1arg","ok",,,,,"7246954c7dab60fc65973ce6a1c9c9d0aab78d65","14,5","1011,7","2,520833333333333","230,0","3,3611111111111107","0,75","238,31429056382038","172,29000483931637",
"16127771071","rust_1arg","ok",,,,,"2b3dce2eee2ea6570b3e3633d0a6cfca0d339ac7","11,0","1023,4","0,7291666666666666","105,0","0,9722222222222222","0,75","220,57194061142278","148,25346980648905",
"16192415203","rust_1arg","ok",,,,,"dedb876bff3ab8afe5b860b8065b436e0fee1b99","5,4","1018,0","1,3333333333333335","119,0","1,777777777777778","0,75","228,34002256229368","158,96123998754643",
"16262232459","rust_1arg","ok",,,,,"371089f5a2ace51bf6c166d3ee4fbd828b44e3cc","7,8","987,0","3,1875","12,0","4,25","0,75","211,56601826810103","134,40315151315616",
"16279854313","rust_1arg","ok",,,,,"2e312a1b2bb329cc07a975f38855b03fdf9044c5","3,8","989,5","2,208333333333333","2,0","2,944444444444444","0,75","210,12509071436253","156,66585531561026",
"16454599112","rust_1arg","ok",,,,,"ad2de5b6da779eeeedc0bf25fec5c69e5bd0b86b","2,7","1012,6","1,5208333333333333","310,0","2,0277777777777777","0,75","206,33408186254985","149,88816548555863",
"16473718378","rust_1arg","ok",,,,,"58ed2a150389c3fbb1632cb1b5d536a4697e8c74","3,2","1001,9","2,5","287,0","3,333333333333333","0,75","181,48457000840662","134,86213045800494",
"16530586366","rust_1arg","ok",,,,,"5226f387bc24e773ab4fc08de68ea575b94f419c","1,4","1010,5","3,3125","213,0","4,416666666666667","0,75","209,20250676689565","154,39827775356147",
