"t";"v_ms";"heading_deg"
"3448,0";"8,109";"300,0173023907185"
"3451,0";"7,94";"301,3549707926716"
"3458,0";"7,93";"301,3931878754615"
"3462,0";"8,055";"305,88043505112654"
"3467,0";"8,078";"316,28963224846075"
"3473,0";"8,073";"326,50589302487685"
"3479,0";"7,983";"330,84938728975317"
"3480,0";"7,857";"336,74012518944204"
"3484,0";"7,44";"342,1889180744805"
"3491,0";"7,3";"342,2019371222058"
"3500,0";"7,319";"342,67123436340955"
"3501,0";"7,39";"344,24846604810534"
"3508,0";"7,375";"342,7927953333998"
"3514,0";"7,269";"340,60031674560514"
"3518,0";"7,14";"341,13275376194724"
"3524,0";"7,09";"340,72741241569094"
"3525,0";"7,057";"341,37217550206657"
"3531,0";"7,143";"340,12115120283335"
"3535,0";"7,38";"337,19247196897715"
"3543,0";"8,158";"337,1892280189991"
"3547,0";"8,742";"334,7268697725818"
"3549,0";"9,55";"331,5522594334841"
"3555,0";"9,388";"329,15686663288693"
"3559,0";"8,82";"327,9536878243871"
"3561,0";"7,983";"329,3366123108844"
"3562,0";"7,943";"328,62697234787055"
"3566,0";"7,2";"328,56688885202163"
"3568,0";"7,05";"325,80456603334176"
"3572,0";"6,617";"323,96261294479007"
"3575,0";"6,257";"323,39691410012193"
"3576,0";"6,213";"323,02282380288875"
"3580,0";"5,9";"324,0872685907108"
"3581,0";"5,88";"322,3681645096444"
"3582,0";"6,017";"318,6562287491992"
"3586,0";"6,52";"320,31209139016966"
"3592,0";"6,81";"321,7290933310644"
"3595,0";"7,222";"322,9031549390434"
"3598,0";"8,017";"323,16478148390945"
"3601,0";"8,883";"322,88298662162174"
"3604,0";"9,517";"322,37617703133833"
"3609,0";"9,663";"325,8372541933065"
"3614,0";"8,96";"325,82539790939194"
"3618,0";"7,911";"325,18574615716886"
"3621,0";"7,271";"324,6372769826233"
"3622,0";"7,213";"328,1506140283979"
"3624,0";"6,883";"327,1713680763537"
"3626,0";"6,66";"329,6113841662995"
"3627,0";"6,62";"328,21942956584434"
"3631,0";"6,5";"327,28152258768984"
"3635,0";"6,338";"322,7521171029844"
"3637,0";"6,183";"326,61605810961214"
"3639,0";"6,137";"325,9463177836982"
"3640,0";"6,08";"327,96441367451234"
"3646,0";"5,986";"328,95444352465347"
"3647,0";"6,014";"327,06874242070205"
"3649,0";"6,011";"326,95462693806064"
"3657,0";"6,07";"327,64112014214027"
"3660,0";"6,064";"327,1186946212215"
"3663,0";"6,05";"327,58899613551523"
"3665,0";"6,26";"326,04040054347615"
"3668,0";"6,46";"325,8062208345294"
"3669,0";"6,433";"325,98847209385315"
"3676,0";"6,275";"326,2990074855764"
"3680,0";"6,291";"329,0106370934491"
"3686,0";"6,33";"326,938751449261"
"3688,0";"6,325";"327,3322485263641"
"3694,0";"6,263";"326,4383784873062"
"3698,0";"6,3";"326,5787767864947"
"3707,0";"6,662";"328,04344838878785"
"3713,0";"7,38";"327,2893735237049"
"3719,0";"8,633";"325,39949118323295"
"3722,0";"9,244";"329,0169138606626"
"3724,0";"9,92";"326,4021352430287"
"3730,0";"10,475";"324,7800968862896"
"3731,0";"10,686";"325,42205768350084"
"3733,0";"10,944";"326,23734969277575"
"3736,0";"12,22";"325,71746641700105"
"3739,0";"12,617";"325,39793127771276"
"3741,0";"12,84";"325,68063682041657"
"3742,0";"12,9";"326,78346510460415"
"3747,0";"13,3";"326,42642936608956"
"3749,0";"13,286";"327,35339945333953"
"3751,0";"13,444";"327,98591704751624"
"3752,0";"13,68";"326,4661173120383"
"3753,0";"13,733";"326,74670816519523"
"3755,0";"14,017";"326,9550879992398"
"3759,0";"13,75";"329,17104296601593"
"3762,0";"13,414";"327,54515155742786"
"3763,0";"13,412";"325,82007939516967"
"3764,0";"13,28";"325,8871088022578"
"3765,0";"13,333";"325,9203065041303"
"3767,0";"13,58";"325,55646514536284"
"3770,0";"13,58";"326,82597368411604"
"3771,0";"13,533";"327,0636655716417"
"3772,0";"13,32";"326,8389597972425"
"3775,0";"12,5";"328,2008638012271"
"3777,0";"11,98";"329,94019825564"
"3779,0";"11,786";"332,5787410640443"
"3782,0";"10,86";"334,0102440450913"
"3783,0";"10,667";"335,6437766850219"
"3785,0";"9,967";"337,1059964065633"
"3786,0";"9,786";"338,00469425873047"
"3788,0";"8,74";"338,88870617410606"
"3789,0";"8,533";"342,2289973085742"
"3791,0";"7,56";"346,02157925781324"
"3792,0";"7,383";"345,9213677327597"
"3796,0";"5,82";"346,62032457608575"
"3797,0";"5,62";"345,63233470323394"
"3799,0";"5,514";"345,7237051102947"
"3804,0";"5,329";"344,8765540193335"
"3805,0";"5,333";"344,1438846351553"
"3809,0";"4,68";"343,5325885104635"
"3810,0";"4,48";"346,4572781568333"
"3816,0";"4,243";"344,6193732657016"
"3817,0";"4,214";"344,0670168759016"
"3823,0";"4,1";"343,18646008774925"
"3826,0";"4,156";"344,1220202301465"
"3833,0";"4,38";"341,0998771857444"
"3834,0";"4,438";"343,74988659796287"
"3837,0";"4,418";"345,45852970501517"
"3843,0";"4,667";"342,84517994919696"
"3845,0";"4,888";"346,97511849029485"
"3846,0";"4,922";"341,91564719508744"
"3847,0";"4,96";"343,99839390554297"
"3852,0";"5,433";"344,54202995735767"
"3858,0";"5,691";"344,9909764303438"
"3866,0";"6,2";"345,8278757026704"
"3871,0";"6,669";"346,0594072583741"
"3874,0";"7,25";"344,51217801576456"
"3875,0";"7,267";"344,78031389557697"
"3878,0";"7,657";"342,9755412426201"
"3880,0";"7,92";"343,4402667223125"
"3883,0";"8,2";"345,1039201667755"
"3885,0";"8,64";"344,81393703742185"
"3888,0";"9,48";"343,5768487717929"
"3891,0";"9,95";"344,9169076277559"
"3893,0";"10,46";"343,9714317881336"
"3894,0";"10,6";"345,6492304358872"
"3895,0";"10,743";"344,45512879062625"
"3896,0";"11,26";"345,78432223762655"
"3898,0";"11,76";"341,2521673599397"
"3899,0";"11,92";"342,29019637641045"
"3903,0";"11,84";"342,8778573410366"
"3905,0";"11,717";"341,9208566288751"
"3907,0";"11,625";"340,66305774309376"
"3912,0";"11,043";"339,61821825405497"
"3913,0";"10,883";"338,1738282598172"
"3916,0";"10,622";"336,5486254500281"
"3918,0";"9,96";"340,47347115593305"
"3921,0";"9,8";"338,9930574683905"
"3923,0";"9,66";"338,6270995992171"
"3930,0";"9,333";"338,0655883722833"
"3931,0";"9,325";"337,9566687975282"
"3938,0";"9,175";"338,88439706901903"
"3943,0";"8,983";"337,59126822880995"
"3946,0";"8,713";"337,780620780365"
"3950,0";"8,586";"339,7588108756085"
"3952,0";"8,6";"337,91256385242804"
"3960,0";"8,57";"339,11045427637225"
"3967,0";"8,647";"341,5033446625882"
"3969,0";"8,9";"339,3390759628704"
"3976,0";"9,167";"338,25281923191915"
"3983,0";"9,071";"337,3361602020273"
"3984,0";"9,025";"337,71649700883415"
"3990,0";"8,929";"339,0264259052215"
"3991,0";"8,914";"338,22975433230494"
"3998,0";"8,625";"338,19260120402987"
"4003,0";"8,583";"337,23224741894404"
"4006,0";"8,525";"339,30908773226486"
"4014,0";"8,509";"338,6473516313556"
"4021,0";"8,573";"339,5519121254324"
"4022,0";"8,612";"337,91245044262075"
"4029,0";"8,713";"339,3125751448748"
"4032,0";"8,77";"337,61055434241024"
"4035,0";"8,967";"338,62536060574627"
"4038,0";"8,917";"338,34768652815677"
"4039,0";"8,9";"338,00975295163124"
"4040,0";"8,82";"338,37552443285085"
"4047,0";"9,25";"337,81334444836216"
"4048,0";"9,3";"338,64032438449897"
"4049,0";"9,311";"339,01166549149804"
"4055,0";"9,343";"338,0355581806068"
"4058,0";"9,111";"336,4425768924958"
"4063,0";"8,488";"338,2224840181072"
"4069,0";"8,309";"338,1559896310546"
"4076,0";"8,585";"337,8784066184813"
"4077,0";"8,912";"337,5167415486268"
"4083,0";"9,329";"337,49260565402693"
"4085,0";"9,325";"336,12966572352985"
"4090,0";"9,829";"336,737915762692"
"4091,0";"10,117";"339,6061499369294"
"4095,0";"10,3";"339,7518605607834"
"4096,0";"10,14";"341,06998956773197"
"4098,0";"9,9";"340,78251989178887"
"4101,0";"9,18";"339,4243076637284"
"4103,0";"8,86";"338,3706204356217"
"4108,0";"8,271";"338,2446312420225"
"4114,0";"8,082";"340,29287242845135"
"4117,0";"8,033";"339,01115897163845"
"4121,0";"7,971";"338,4698243695683"
"4129,0";"7,775";"338,30325035180164"
"4131,0";"7,7";"338,1801047368168"
"4138,0";"7,678";"338,71761681158114"
"4139,0";"7,7";"338,6499709328391"
"4147,0";"7,678";"337,86853050809583"
"4149,0";"7,67";"336,054827921386"
"4153,0";"7,667";"337,08850248483066"
"4161,0";"7,558";"334,6531909494613"
"4162,0";"7,522";"336,5100643339065"
"4168,0";"7,586";"339,7656495420123"
"4176,0";"7,671";"339,4473856935945"
"4178,0";"7,76";"332,35397820692106"
"4179,0";"7,709";"320,08491417446186"
"4180,0";"7,617";"311,72980764952"
"4181,0";"7,3";"295,7783586711004"
"4183,0";"7,06";"289,0453337339505"
"4185,0";"7,24";"291,84861969691565"
"4190,0";"7,271";"290,76622694076985"
"4192,0";"7,329";"297,12876792600304"
"4197,0";"8,171";"293,39264044531876"
"4202,0";"8,29";"288,194480557344"
"4207,0";"8,08";"298,7492805092447"
"4208,0";"8,033";"304,65376580257157"
"4209,0";"8,043";"320,17921128784786"
"4212,0";"8,12";"328,8869828739194"
"4214,0";"8,12";"331,6018494830726"
"4218,0";"7,7";"331,4845358068705"
"4221,0";"7,5";"332,16355717600635"
"4225,0";"7,414";"330,55630583010367"
"4230,0";"7,456";"331,28522779013497"
"4231,0";"7,6";"329,00613712955715"
"4232,0";"7,614";"325,496730798965"
"4240,0";"7,878";"318,24847912487286"
"4247,0";"7,867";"319,0329021525804"
"4255,0";"7,8";"324,07264591614535"
"4257,0";"7,72";"334,43004808222884"
"4260,0";"7,52";"336,3939483880309"
"4268,0";"7,536";"335,10427510326645"
"4270,0";"7,51";"336,15631056771116"
"4275,0";"7,457";"334,3588172361539"
"4282,0";"7,483";"337,55362723553384"
"4284,0";"7,489";"331,65875733335224"
"4292,0";"7,51";"324,6044929449617"
"4293,0";"7,556";"321,96017486856175"
"4294,0";"7,57";"314,19483101193254"
"4296,0";"7,575";"308,17698360619994"
"4297,0";"7,64";"300,88018533750267"
"4298,0";"7,48";"291,66929402837303"
"4301,0";"7,14";"279,27156187124694"
"4302,0";"7,04";"273,6168375928226"
"4303,0";"7,04";"264,22731021807977"
"4305,0";"7,086";"255,58985751549065"
"4306,0";"7,12";"252,6456918237837"
"4312,0";"8,029";"252,32535017859757"
"4319,0";"7,892";"254,098182942664"
"4320,0";"7,463";"252,1126631933002"
"4327,0";"6,45";"250,02660829844422"
"4328,0";"6,625";"244,76255627847007"
"4330,0";"6,95";"236,2261403589609"
"4331,0";"7,1";"227,93443840201945"
"4332,0";"8,28";"222,82222133856226"
"4333,0";"8,56";"217,28682670435808"
"4335,0";"8,78";"215,8585324427503"
"4340,0";"8,471";"217,1065959052612"
"4343,0";"8,225";"218,13869005617315"
"4346,0";"7,967";"215,64265322721695"
"4350,0";"7,943";"217,38093616402696"
"4351,0";"7,94";"215,98095479724088"
"4356,0";"7,9";"216,89220358374686"
"4359,0";"7,95";"217,29621658669913"
"4367,0";"7,936";"217,21485229041056"
"4368,0";"7,944";"215,4949545239998"
"4375,0";"8,212";"219,95318585687428"
"4376,0";"8,188";"214,10046092679295"
"4383,0";"8,2";"198,5020970920383"
"4388,0";"8,217";"189,2834137421278"
"4393,0";"8,41";"188,68213543887882"
"4397,0";"8,733";"194,43767090819895"
"4400,0";"8,943";"200,18404236236077"
"4401,0";"8,912";"207,53476722134565"
"4403,0";"8,783";"212,08332095241022"
"4404,0";"8,714";"215,92919005175426"
"4409,0";"7,717";"216,05385423433574"
"4415,0";"7,182";"213,88861483312027"
"4416,0";"6,786";"215,04976391483356"
"4418,0";"6,722";"219,21945848820982"
"4423,0";"6,743";"216,18164138968504"
"4424,0";"6,95";"213,06513797273632"
"4425,0";"7,014";"217,80298516143648"
"4428,0";"7,36";"216,02882496132298"
"4429,0";"7,38";"216,53826038859745"
"4437,0";"8,011";"219,7565177950958"
"4438,0";"8,067";"224,69066865254104"
"4441,0";"8,025";"231,56638844366142"
"4443,0";"7,88";"225,5259482869262"
"4447,0";"7,267";"227,76146010909883"
"4448,0";"6,88";"221,54575837199576"
"4449,0";"6,833";"224,87032228917684"
"4451,0";"6,862";"235,54332162939195"
"4452,0";"7,0";"237,21997957196024"
"4454,0";"7,48";"236,22991236011785"
"4457,0";"7,4";"232,60416651671062"
"4459,0";"6,94";"229,20780261260964"
"4462,0";"6,2";"221,19322694865264"
"4464,0";"5,94";"215,78590088295064"
"4466,0";"5,929";"206,6080120838367"
"4468,0";"5,867";"200,53158516925154"
"4470,0";"5,8";"189,90490701556786"
"4474,0";"5,733";"178,41782699168138"
"4475,0";"5,82";"176,89440971519207"
"4476,0";"5,9";"179,72884295101053"
"4478,0";"5,9";"181,81277377440009"
"4479,0";"5,94";"184,22355666997942"
"4480,0";"5,76";"187,13249084240425"
"4485,0";"5,733";"189,94242441432726"
"4486,0";"5,817";"189,58115444610047"
"4487,0";"5,814";"193,8120214609588"
"4492,0";"5,583";"195,04027982640662"
"4493,0";"5,567";"194,77536828873878"
"4495,0";"5,538";"189,9941796260808"
"4501,0";"5,25";"172,26285813862236"
"4502,0";"5,1";"160,51660555417072"
"4504,0";"4,922";"152,2347064193164"
"4507,0";"4,26";"156,63859615491697"
"4509,0";"4,2";"157,54564762778756"
"4514,0";"4,186";"174,4902936852693"
"4516,0";"4,329";"198,10096808648433"
"4519,0";"4,52";"231,0910192090015"
"4521,0";"4,64";"223,46267694607747"
"4523,0";"4,843";"205,92735110650656"
"4526,0";"5,24";"193,35399965817174"
"4528,0";"5,3";"185,19731359631973"
"4532,0";"5,683";"177,39555282201488"
"4535,0";"5,957";"168,3069706892164"
"4540,0";"6,925";"166,38471485661697"
"4542,0";"7,514";"166,51008692286652"
"4547,0";"7,871";"168,3876621853648"
"4553,0";"7,518";"167,82731895148504"
"4554,0";"7,071";"166,05771312977882"
"4555,0";"6,925";"166,57789384239268"
"4559,0";"5,54";"165,78996384570624"
"4560,0";"5,34";"166,4569577933169"
"4562,0";"5,157";"165,52963419377141"
"4566,0";"4,583";"167,23390994553486"
"4568,0";"4,467";"165,5421615841239"
"4571,0";"4,24";"167,40483854702802"
"4575,0";"4,0";"164,74582556874148"
"4578,0";"3,943";"164,0985618104987"
"4580,0";"3,92";"164,53022680711337"
"4586,0";"3,575";"161,0335637517511"
"4587,0";"3,471";"159,52154608215267"
"4595,0";"2,978";"156,17361140559265"
"4604,0";"2,841";"151,47457823702572"
"4606,0";"2,727";"149,35013930560095"
"4611,0";"2,6";"151,96708557973932"
"4613,0";"2,529";"148,29271362050355"
"4618,0";"2,414";"146,02507572781454"
"4624,0";"2,527";"144,5565137091876"
"4626,0";"2,6";"149,0966958876621"
"4631,0";"2,571";"136,82809706793807"
"4636,0";"2,64";"136,26814193393213"
"4637,0";"2,7";"138,8415976703163"
"4644,0";"2,838";"137,27486599708976"
"4645,0";"2,825";"135,9950479353537"
"4652,0";"2,825";"132,34157603442074"
"4654,0";"2,878";"135,40645852341976"
"4661,0";"2,944";"138,03003270796822"
"4667,0";"2,923";"146,8576627669863"
"4671,0";"2,84";"151,28436031741163"
"4678,0";"2,7";"154,15115035719032"
"4679,0";"2,7";"154,84250794541964"
"4684,0";"2,733";"161,69721936101516"
"4686,0";"2,757";"163,60003760701434"
"4689,0";"2,88";"166,32467696540854"
"4693,0";"2,9";"163,53984866946539"
"4694,0";"2,88";"172,17212758274383"
"4699,0";"3,083";"177,10044379453498"
"4700,0";"3,183";"179,68456384156966"
"4703,0";"3,256";"187,692264817043"
"4708,0";"3,6";"191,97961527704015"
"4710,0";"3,857";"195,42853997152224"
"4714,0";"4,417";"201,02969313795174"
"4716,0";"4,667";"205,84970211797025"
"4720,0";"4,967";"215,27453979678822"
"4723,0";"5,114";"225,15943307506828"
"4725,0";"5,32";"232,74844599366406"
"4727,0";"5,171";"231,48618761019299"
"4729,0";"4,933";"205,7251878201458"
"4731,0";"4,833";"193,6042110648039"
"4733,0";"4,95";"198,07789618361298"
"4734,0";"5,14";"212,51824598064582"
"4737,0";"5,15";"226,26619096464353"
"4739,0";"5,08";"233,21831247082702"
"4743,0";"4,883";"238,11757290391347"
"4745,0";"4,817";"239,6063385861861"
"4747,0";"4,75";"238,21880129686681"
"4750,0";"4,3";"246,03681053139303"
"4753,0";"4,05";"247,24088969760905"
"4757,0";"3,8";"252,90944907632598"
"4761,0";"3,637";"257,90686689043144"
"4763,0";"3,65";"261,4298916895625"
"4767,0";"3,733";"268,1956556809972"
"4770,0";"3,657";"276,7471656037589"
"4774,0";"3,7";"286,4441023608922"
"4778,0";"4,113";"292,9310056524141"
"4785,0";"4,655";"300,07555182537664"
"4786,0";"4,8";"302,2637276194596"
"4794,0";"5,467";"302,63140748236424"
"4796,0";"5,67";"304,23503827008847"
"4801,0";"6,371";"307,0929858031857"
"4802,0";"6,467";"307,21062376336164"
"4803,0";"6,457";"313,68467444921595"
"4807,0";"6,58";"317,49904732208563"
"4810,0";"6,6";"323,10133586247616"
"4813,0";"6,567";"322,7736990202451"
"4814,0";"6,514";"321,7655180440677"
"4820,0";"5,814";"325,7927532535646"
"4821,0";"5,657";"322,64818140694285"
"4823,0";"5,533";"315,30006992781654"
"4829,0";"4,675";"311,72120784516835"
"4830,0";"4,543";"309,41351183192"
"4833,0";"4,62";"308,6376810418274"
"4836,0";"4,867";"307,5751358887667"
"4838,0";"4,9";"306,33601685426817"
"4841,0";"4,8";"312,1847100248469"
"4843,0";"4,72";"316,4127779679146"
"4845,0";"4,657";"325,96781556384025"
"4847,0";"4,45";"330,83841212246233"
"4849,0";"4,15";"335,1706698266987"
"4854,0";"4,314";"315,14670625936077"
"4855,0";"4,517";"304,93907989681946"
"4856,0";"4,5";"284,20468144822394"
"4858,0";"4,511";"267,2430626210057"
"4859,0";"4,5";"264,96932662137067"
"4861,0";"4,52";"282,7426140519737"
"4864,0";"4,42";"297,27998094694084"
"4866,0";"4,32";"310,4902369232047"
"4868,0";"4,257";"311,2670319619439"
"4869,0";"4,12";"316,43254809385644"
"4874,0";"3,833";"325,16886599824136"
"4878,0";"3,733";"337,9428290945795"
"4879,0";"3,62";"338,5527161487307"
"4884,0";"3,7";"334,60040206437446"
"4885,0";"3,767";"348,1537383187856"
"4891,0";"3,786";"354,04700974889744"
"4893,0";"3,775";"359,4848859277751"
"4898,0";"3,786";"4,6700896507653695"
"4899,0";"3,733";"12,025516635268048"
"4906,0";"3,763";"26,86086456560677"
"4907,0";"3,813";"37,84600811743743"
"4913,0";"4,086";"44,70172706494368"
"4921,0";"3,721";"30,701255358947957"
"4922,0";"3,467";"23,291530483854228"
"4928,0";"3,329";"13,796417345127916"
"4929,0";"3,314";"4,824903107072245"
"4932,0";"3,4";"346,4018628423222"
"4934,0";"3,7";"330,97321024038905"
"4941,0";"3,822";"310,4226875344518"
"4944,0";"3,81";"301,2024276999916"
"4947,0";"3,683";"282,83465432630527"
"4952,0";"3,438";"264,0670452043605"
"4953,0";"3,333";"249,72926625774988"
"4958,0";"3,333";"228,5803973480644"
"4959,0";"3,383";"224,9979805094651"
"4964,0";"3,667";"219,96531142351617"
"4967,0";"3,825";"218,58886859460858"
"4973,0";"4,078";"227,03553802051894"
"4978,0";"4,091";"236,64878941949962"
"4981,0";"3,95";"237,23421218334528"
"4984,0";"3,883";"236,95953590109406"
"4987,0";"3,917";"243,91053413646625"
"4989,0";"3,86";"241,95179601413042"
"4994,0";"4,0";"248,74851223216314"
"4995,0";"4,017";"245,88561209275164"
"5000,0";"4,0";"240,86885686709525"
"5002,0";"4,0";"236,64910931257208"
"5005,0";"3,88";"233,1512779063958"
"5010,0";"3,838";"230,96029132016972"
"5011,0";"3,9";"230,7064921050409"
"5016,0";"3,883";"229,93739119400388"
"5017,0";"3,85";"232,8153363344079"
"5024,0";"3,975";"237,11763203763115"
"5026,0";"3,944";"243,43681530709512"
"5030,0";"3,717";"246,665348809808"
"5032,0";"3,667";"253,4202044946826"
"5034,0";"3,675";"265,36505058885695"
"5040,0";"3,875";"272,83386680211817"
"5045,0";"3,982";"275,1283755039756"
"5046,0";"4,0";"278,54970763840595"
"5049,0";"3,911";"286,22335195080143"
"5052,0";"3,733";"286,5897801919798"
"5057,0";"3,887";"293,69009188029827"
"5060,0";"3,95";"283,45916427063827"
"5061,0";"3,933";"299,7314875993305"
"5065,0";"3,92";"306,3616080204722"
"5066,0";"3,98";"306,8304854583497"
"5069,0";"4,012";"318,4975989999806"
"5072,0";"4,1";"330,9484830884377"
"5073,0";"4,071";"338,8285609376803"
"5075,0";"4,083";"342,4351561840956"
"5077,0";"4,1";"340,1480606429646"
"5080,0";"4,08";"336,1969118873859"
"5081,0";"4,033";"327,0910514467636"
"5085,0";"3,62";"315,48093868722356"
"5091,0";"3,57";"308,0374837509255"
"5092,0";"3,6";"301,4039449008708"
"5098,0";"3,929";"307,8998381744351"
"5103,0";"3,973";"313,55169338392045"
"5104,0";"4,0";"317,9237319857391"
"5107,0";"3,789";"329,3618195301503"
"5109,0";"3,54";"329,4225590359675"
"5110,0";"3,567";"344,8670565927622"
"5113,0";"3,867";"354,4015440638535"
"5114,0";"3,84";"357,51015896158316"
"5120,0";"3,671";"0,0"
"5121,0";"3,729";"9,192150999058422"
"5126,0";"3,85";"6,452183948238145"
"5129,0";"3,825";"9,533308980607831"
"5135,0";"3,7";"11,451879167654136"
"5136,0";"3,614";"2,7183021438482657"
"5141,0";"3,55";"3,7388093837649587"
"5142,0";"3,55";"356,9644344319306"
"5148,0";"3,543";"351,25977421305475"
"5150,0";"3,463";"344,5372919559805"
"5157,0";"3,767";"330,8525753999279"
"5162,0";"4,083";"325,86415486226167"
"5164,0";"4,257";"321,805220050544"
"5166,0";"4,178";"318,60190398737967"
"5170,0";"4,0";"310,0652330694979"
"5173,0";"4,0";"302,46728453625"
"5176,0";"3,967";"292,6197912945392"
"5179,0";"4,217";"285,5421264654663"
"5180,0";"4,214";"285,19736327861483"
"5185,0";"4,383";"260,25711808626664"
"5190,0";"4,46";"245,70834524345403"
"5191,0";"4,467";"233,86640619216854"
"5193,0";"4,387";"225,9564707116973"
"5196,0";"3,98";"218,6107898245327"
"5197,0";"3,933";"213,9445830007939"
"5200,0";"3,7";"202,05503383710902"
"5202,0";"3,58";"197,01855687362442"
"5205,0";"3,58";"188,26475471158835"
"5209,0";"3,586";"188,9320553852811"
"5210,0";"3,54";"187,82875080113325"
"5217,0";"3,512";"184,4863632789883"
"5219,0";"3,656";"191,77928145564888"
"5220,0";"3,67";"188,72493022551132"
"5224,0";"3,76";"182,81881761197488"
"5226,0";"3,817";"182,89922577902"
"5228,0";"3,837";"186,5291455305996"
"5233,0";"3,957";"181,00919229767263"
"5236,0";"4,075";"186,63345597609768"
"5240,0";"4,0";"187,8640850021697"
"5241,0";"3,8";"176,47529134072"
"5245,0";"4,04";"175,69469196294838"
"5247,0";"4,117";"173,0004362004685"
"5250,0";"3,86";"168,22033618616828"
"5252,0";"3,76";"166,62759535205626"
"5255,0";"3,8";"163,4197943637133"
"5260,0";"3,813";"167,5887671436209"
"5265,0";"3,84";"171,20311972592387"
"5266,0";"3,867";"168,37357622105824"
"5270,0";"3,72";"166,57133824726688"
"5272,0";"3,783";"167,5936412462336"
"5275,0";"3,88";"167,18092510677465"
"5281,0";"3,889";"165,78934732396482"
"5287,0";"4,083";"166,9639545210347"
"5288,0";"4,186";"166,41646032696187"
"5291,0";"4,17";"167,48959315223095"
"5294,0";"4,067";"162,62904200086493"
"5295,0";"4,057";"171,237043561591"
"5300,0";"4,117";"167,21266274976452"
"5306,0";"4,073";"166,6321479017249"
"5312,0";"4,017";"166,1792217167032"
"5313,0";"4,029";"162,7873225237901"
"5316,0";"4,03";"167,33192498219907"
"5321,0";"3,913";"157,86082735180545"
"5323,0";"3,786";"153,5956813088349"
"5328,0";"3,771";"140,85406380138073"
"5329,0";"3,85";"141,45980557927192"
"5333,0";"3,92";"142,77439657039312"
"5334,0";"3,98";"136,03373623279217"
"5339,0";"3,667";"126,82900761951828"
"5341,0";"3,4";"124,76090533142178"
"5344,0";"3,5";"123,09303706679043"
"5347,0";"4,2";"117,05970306237505"
"5349,0";"4,58";"118,58645927272671"
"5353,0";"4,2";"118,86059053954958"
"5357,0";"4,287";"120,83235050870417"
"5359,0";"4,45";"120,78213880119836"
"5361,0";"4,275";"133,8510026214681"
"5365,0";"4,65";"146,58963424070194"
"5366,0";"5,22";"151,42124999150835"
"5369,0";"4,938";"169,6558743761496"
"5372,0";"4,333";"171,08980121864886"
"5377,0";"4,538";"184,82541843828906"
"5378,0";"4,733";"185,95346167433308"
"5382,0";"5,5";"198,3035780150802"
"5383,0";"5,72";"188,69384185365362"
"5384,0";"5,75";"183,41026241014714"
"5386,0";"5,738";"175,25324790115232"
"5388,0";"6,18";"183,38819733247837"
"5391,0";"6,2";"187,77797668441266"
"5393,0";"5,46";"168,67602634504507"
"5394,0";"5,35";"172,95164102176818"
"5400,0";"4,757";"182,00700509111414"
"5405,0";"4,2";"164,88235111216758"
"5406,0";"3,2";"207,24124284356938"
"6104,0";"0,002";"193,4074079006418"
"6105,0";"0,006";"196,76147948060782"
"6106,0";"0,012";"195,62373573439496"
"6108,0";"0,028";"196,12069880834645"
"6111,0";"0,028";"191,4266089093306"
"6114,0";"7,117";"185,7848466496764"
"6115,0";"7,3";"186,84116773049692"
"6116,0";"8,0";"186,9925192990252"
"6121,0";"9,15";"187,21745382028982"
"6123,0";"9,457";"187,962356965658"
"6126,0";"10,0";"196,2967450093447"
"6128,0";"10,08";"204,93132206965404"
"6131,0";"10,34";"214,4544221649967"
"6132,0";"10,383";"218,67311174963135"
"6134,0";"10,583";"222,38198149610292"
"6136,0";"10,66";"226,42306355105006"
"6137,0";"10,7";"236,95608915136694"
"6141,0";"11,64";"246,8354647396909"
"6142,0";"11,98";"252,6968248958546"
"6145,0";"12,363";"265,8188192108812"
"6149,0";"13,014";"273,9605208993395"
"6153,0";"13,175";"273,33002849161477"
"6155,0";"13,367";"263,4195481369281"
"6159,0";"13,267";"254,00239633247"
"6161,0";"12,9";"242,0760855182189"
"6163,0";"12,587";"221,65914712140258"
"6165,0";"11,983";"207,34525648797532"
"6166,0";"11,84";"197,37447442498913"
"6167,0";"11,85";"181,44440053777973"
"6169,0";"12,083";"162,47893435083947"
"6171,0";"12,18";"152,24358272885135"
"6172,0";"12,4";"147,1701441803504"
"6173,0";"12,667";"142,33322980049934"
"6175,0";"12,983";"141,71840386372315"
"6176,0";"13,4";"145,7979239460455"
"6178,0";"13,46";"156,96544886867736"
"6179,0";"13,467";"168,0212601740777"
"6180,0";"13,48";"182,5594710978093"
"6182,0";"13,45";"185,08482707910298"
"6185,0";"13,24";"173,4090223051602"
"6186,0";"13,167";"170,49650902836146"
"6188,0";"13,05";"175,37100931107582"
"6190,0";"12,64";"186,51322098843204"
"6191,0";"13,26";"195,81116148164313"
"6193,0";"13,36";"200,18566381557133"
"6194,0";"13,367";"204,08603684455838"
"6195,0";"13,24";"204,56282339210628"
"6197,0";"13,183";"219,85528544242527"
"6199,0";"12,96";"233,89142463771145"
"6200,0";"13,46";"248,2254985775505"
"6201,0";"12,917";"252,74068470371125"
"6202,0";"12,3";"257,09632885602525"
"6203,0";"12,417";"261,0456914666774"
"6205,0";"12,64";"258,87987309288667"
"6206,0";"13,38";"259,9495353389241"
"6207,0";"13,62";"258,50179675961607"
"6210,0";"13,88";"260,6212797477678"
"6211,0";"13,82";"267,2439711998887"
